origen,destino,precios,hora_salida,hora_llegada,lleno,plaza_H_disponible,enlace_duracion,duracion_horas,duracion_minutos,dia_de_la_semana,dia_numero,mes,enlace_horas,enlace_minutos,duracion_total
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Sábado,21,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Sábado,21,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Sábado,21,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Sábado,21,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:22 h,18:41 h,0.0,1.0,0,0,19,Sábado,21,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Sábado,21,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Domingo,22,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Domingo,22,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Domingo,22,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Domingo,22,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Domingo,22,Diciembre,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Domingo,22,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Lunes,23,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Lunes,23,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Lunes,23,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Lunes,23,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Lunes,23,Diciembre,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Lunes,23,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Martes,24,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Martes,24,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Martes,24,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Martes,24,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Martes,24,Diciembre,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Martes,24,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Miércoles,25,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Miércoles,25,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Miércoles,25,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Miércoles,25,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Miércoles,25,Diciembre,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Miércoles,25,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Jueves,26,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Jueves,26,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Jueves,26,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Jueves,26,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Jueves,26,Diciembre,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Jueves,26,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Viernes,27,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Viernes,27,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Viernes,27,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Viernes,27,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Viernes,27,Diciembre,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Viernes,27,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Sábado,28,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Sábado,28,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Sábado,28,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Sábado,28,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:22 h,18:41 h,0.0,1.0,0,0,19,Sábado,28,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Sábado,28,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Domingo,29,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Domingo,29,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Domingo,29,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Domingo,29,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Domingo,29,Diciembre,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Domingo,29,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Lunes,30,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Lunes,30,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Lunes,30,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Lunes,30,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Lunes,30,Diciembre,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Lunes,30,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Martes,31,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Martes,31,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Martes,31,Diciembre,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Martes,31,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Martes,31,Diciembre,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Martes,31,Diciembre,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Miércoles,01,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Miércoles,01,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Miércoles,01,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Miércoles,01,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Miércoles,01,Enero,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Miércoles,01,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Jueves,02,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Jueves,02,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Jueves,02,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Jueves,02,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Jueves,02,Enero,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Jueves,02,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Viernes,03,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Viernes,03,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Viernes,03,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Viernes,03,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Viernes,03,Enero,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Viernes,03,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Sábado,04,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Sábado,04,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Sábado,04,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Sábado,04,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:22 h,18:41 h,0.0,1.0,0,0,19,Sábado,04,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Sábado,04,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Domingo,05,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Domingo,05,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Domingo,05,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Domingo,05,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Domingo,05,Enero,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Domingo,05,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Lunes,06,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Lunes,06,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Lunes,06,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Lunes,06,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Lunes,06,Enero,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Lunes,06,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Martes,07,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Martes,07,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Martes,07,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Martes,07,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Martes,07,Enero,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Martes,07,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Miércoles,08,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Miércoles,08,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Miércoles,08,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Miércoles,08,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Miércoles,08,Enero,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Miércoles,08,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Jueves,09,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Jueves,09,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Jueves,09,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Jueves,09,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Jueves,09,Enero,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Jueves,09,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Viernes,10,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Viernes,10,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Viernes,10,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Viernes,10,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Viernes,10,Enero,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Viernes,10,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Sábado,11,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Sábado,11,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Sábado,11,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Sábado,11,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:22 h,18:41 h,0.0,1.0,0,0,19,Sábado,11,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Sábado,11,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Domingo,12,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Domingo,12,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Domingo,12,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Domingo,12,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Domingo,12,Enero,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Domingo,12,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Lunes,13,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Lunes,13,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Lunes,13,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Lunes,13,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Lunes,13,Enero,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Lunes,13,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Martes,14,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Martes,14,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Martes,14,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Martes,14,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Martes,14,Enero,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Martes,14,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Miércoles,15,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Miércoles,15,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Miércoles,15,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Miércoles,15,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Miércoles,15,Enero,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Miércoles,15,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Jueves,16,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Jueves,16,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Jueves,16,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Jueves,16,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Jueves,16,Enero,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Jueves,16,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Viernes,17,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Viernes,17,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Viernes,17,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Viernes,17,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:16 h,18:34 h,0.0,1.0,0,0,18,Viernes,17,Enero,0,0,0.3
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Viernes,17,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Sábado,18,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Sábado,18,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Sábado,18,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Sábado,18,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,18:22 h,18:41 h,0.0,1.0,0,0,19,Sábado,18,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,19:00 h,19:20 h,0.0,0.0,0,0,20,Sábado,18,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,4.15,08:50 h,09:09 h,0.0,0.0,0,0,19,Domingo,19,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,09:55 h,10:15 h,0.0,0.0,0,0,20,Domingo,19,Enero,0,0,0.3333333333333333
Vitoria-Gasteiz,Arraia-Maeztu,5.25,14:50 h,15:09 h,0.0,1.0,0,0,19,Domingo,19,Enero,0,0,0.31666666666666665
Vitoria-Gasteiz,Arraia-Maeztu,4.15,15:24 h,15:44 h,0.0,0.0,0,0,20,Domingo,19,Enero,0,0,0.3333333333333333
